"","ASV","unique_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Class_bold","Order_bold","Family_bold","Genus_bold","Species_bold","ID_bold","ID_level_bold","ID_level"
"199","ASV_301","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"200","ASV_312","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"201","ASV_314","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"202","ASV_342","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"203","ASV_378","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"204","ASV_388","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"205","ASV_422","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"206","ASV_471","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"207","ASV_489","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"208","ASV_499","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"209","ASV_502","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"210","ASV_510","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"211","ASV_519","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"212","ASV_532","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"213","ASV_651","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"214","ASV_735","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"215","ASV_773","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"216","ASV_790","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"217","ASV_853","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"218","ASV_867","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"219","ASV_880","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"220","ASV_948","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"221","ASV_1737","Mecistocephalus guildingii","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Mecistocephalus","s__Mecistocephalus guildingii","","","","","","","","Species"
"222","ASV_15","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"223","ASV_28","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"224","ASV_38","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"225","ASV_544","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"226","ASV_667","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"227","ASV_1076","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"228","ASV_1161","Tygarrup javanicus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Mecistocephalidae","g__Tygarrup","s__Tygarrup javanicus","","","","","","","","Species"
"229","ASV_1247","Orphnaeus brevilabiatus","d__Eukaryota","p__Arthropoda","c__Chilopoda","o__Geophilomorpha","f__Oryidae","g__Orphnaeus","s__Orphnaeus brevilabiatus","","","","","","","","Species"
"230","ASV_350","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"231","ASV_782","Parartemia serventyi","d__Eukaryota","p__Arthropoda","c__Branchiopoda","o__Anostraca","f__Branchipodidae","g__Parartemia","s__Parartemia serventyi","","","","","","","","Species"
"232","ASV_973","Parartemia serventyi","d__Eukaryota","p__Arthropoda","c__Branchiopoda","o__Anostraca","f__Branchipodidae","g__Parartemia","s__Parartemia serventyi","","","","","","","","Species"
"233","ASV_1018","Parartemia serventyi","d__Eukaryota","p__Arthropoda","c__Branchiopoda","o__Anostraca","f__Branchipodidae","g__Parartemia","s__Parartemia serventyi","","","","","","","","Species"
"234","ASV_1117","Littorophiloscia bifasciata","d__Eukaryota","p__Arthropoda","c__Malacostraca","o__Isopoda","f__Philosciidae","g__Littorophiloscia","s__Littorophiloscia bifasciata","","","","","","","","Species"
"235","ASV_470","Arthropoda","d__Eukaryota","p__Arthropoda","","","","","","","","","","","","","Phylum"
"236","ASV_281","Collembola","d__Eukaryota","p__Arthropoda","c__Collembola","","","","","","","","","","","","Class"
"237","ASV_351","Collembola","d__Eukaryota","p__Arthropoda","c__Collembola","","","","","","","","","","","","Class"
"238","ASV_802","Collembola","d__Eukaryota","p__Arthropoda","c__Collembola","","","","","","","","","","","","Class"
"239","ASV_895","Collembola","d__Eukaryota","p__Arthropoda","c__Collembola","","","","","","","","","","","","Class"
"240","ASV_1431","Collembola","d__Eukaryota","p__Arthropoda","c__Collembola","","","","","","","","","","","","Class"
"241","ASV_1689","Entomobryomorpha","d__Eukaryota","p__Arthropoda","c__Collembola","o__Entomobryomorpha","","","","","","","","","","","Order"
"242","ASV_1141","Bourletiellidae","d__Eukaryota","p__Arthropoda","c__Collembola","o__Symphypleona","f__Bourletiellidae","","","","","","","","","","Family"
"243","ASV_20","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"244","ASV_272","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"245","ASV_302","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"246","ASV_360","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"247","ASV_405","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"248","ASV_492","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"249","ASV_613","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"250","ASV_624","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"251","ASV_629","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"252","ASV_689","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"253","ASV_800","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"254","ASV_1128","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"255","ASV_1396","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"256","ASV_1687","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"257","ASV_27","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"258","ASV_69","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"259","ASV_99","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"260","ASV_167","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"261","ASV_168","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"262","ASV_185","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"263","ASV_189","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"264","ASV_200","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"265","ASV_231","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"266","ASV_232","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"267","ASV_266","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"268","ASV_300","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"269","ASV_337","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"270","ASV_399","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"271","ASV_408","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"272","ASV_574","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"273","ASV_591","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"274","ASV_610","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"275","ASV_959","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"276","ASV_1053","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"277","ASV_1114","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"278","ASV_1163","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"279","ASV_1176","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"280","ASV_1398","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"281","ASV_1408","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"282","ASV_1723","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"283","ASV_76","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"284","ASV_88","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"285","ASV_174","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"286","ASV_199","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"287","ASV_210","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"288","ASV_280","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"289","ASV_457","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"290","ASV_459","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"291","ASV_546","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"292","ASV_567","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"293","ASV_680","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"294","ASV_873","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"295","ASV_1036","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"296","ASV_1594","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"297","ASV_1596","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"298","ASV_1650","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"299","ASV_1686","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"300","ASV_1715","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"301","ASV_911","Lepidoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Lepidoptera","","","","","","","","","","","Order"
"302","ASV_1137","Lepidoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Lepidoptera","","","","","","","","","","","Order"
"303","ASV_1683","Lepidoptera sp. BOLD:AAC1583","d__Eukaryota","p__Arthropoda","c__Insecta","o__Lepidoptera","","","s__Lepidoptera sp. BOLD:AAC1583","","","","","","","","Species"
"304","ASV_1047","Coleoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Coleoptera","","","","","","","","","","","Order"
"305","ASV_109","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"306","ASV_213","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"307","ASV_218","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"308","ASV_869","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"309","ASV_935","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"310","ASV_990","Hercostomus unicolor","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Dolichopodidae","g__Hercostomus","s__Hercostomus unicolor","","","","","","","","Species"
"311","ASV_520","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"312","ASV_889","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"313","ASV_383","Diptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","","","","","","","","","","","Order"
"314","ASV_151","Sciaridae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Sciaridae","","","","","","","","","","Family"
"315","ASV_1022","Sciaridae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Sciaridae","","","","","","","","","","Family"
"316","ASV_1228","Ceratopogonidae sp. sc","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Ceratopogonidae","","s__Ceratopogonidae sp. sc_02724","","","","","","","","Species"
"317","ASV_558","Culex univittatus","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Culicidae","g__Culex","s__Culex univittatus","","","","","","","","Species"
"318","ASV_1578","Culex univittatus","d__Eukaryota","p__Arthropoda","c__Insecta","o__Diptera","f__Culicidae","g__Culex","s__Culex univittatus","","","","","","","","Species"
"319","ASV_786","Hymenoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","","","","","","","","","","","Order"
"320","ASV_1629","Hymenoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","","","","","","","","","","","Order"
"321","ASV_1440","Formicidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","","","","","","","","","","Family"
"322","ASV_1187","Pseudomyrmex gracilis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pseudomyrmex","s__Pseudomyrmex gracilis","","","","","","","","Species"
"323","ASV_1232","Pseudomyrmex gracilis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pseudomyrmex","s__Pseudomyrmex gracilis","","","","","","","","Species"
"324","ASV_1373","Pseudomyrmex gracilis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pseudomyrmex","s__Pseudomyrmex gracilis","","","","","","","","Species"
"325","ASV_1684","Pseudomyrmex gracilis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pseudomyrmex","s__Pseudomyrmex gracilis","","","","","","","","Species"
"326","ASV_1706","Pseudomyrmex gracilis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pseudomyrmex","s__Pseudomyrmex gracilis","","","","","","","","Species"
"327","ASV_279","Evaniella semaeoda","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Evaniidae","g__Evaniella","s__Evaniella semaeoda","","","","","","","","Species"
"328","ASV_946","Evaniella semaeoda","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Evaniidae","g__Evaniella","s__Evaniella semaeoda","","","","","","","","Species"
"329","ASV_1240","Evaniella semaeoda","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Evaniidae","g__Evaniella","s__Evaniella semaeoda","","","","","","","","Species"
"330","ASV_1080","Insecta","d__Eukaryota","p__Arthropoda","c__Insecta","","","","","","","","","","","","Class"
"331","ASV_447","Saissetia oleae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","f__Coccidae","g__Saissetia","s__Saissetia oleae","","","","","","","","Species"
"332","ASV_1671","Pseudococcidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","f__Pseudococcidae","","","","","","","","","","Family"
"333","ASV_528","Hemiptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","","","","","","","","","Order"
"334","ASV_646","Hemiptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","","","","","","","","","Order"
"335","ASV_785","Hemiptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","","","","","","","","","Order"
"336","ASV_857","Hemiptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","","","","","","","","","Order"
"337","ASV_945","Hemiptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","","","","","","","","","Order"
"338","ASV_490","Hemiptera sp. BIOUG03439-H02","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","","","s__Hemiptera sp. BIOUG03439-H02","","","","","","","","Species"
"339","ASV_114","Thysanoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Thysanoptera","","","","","","","","","","","Order"
"340","ASV_437","Thysanoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Thysanoptera","","","","","","","","","","","Order"
"341","ASV_1282","Thysanoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Thysanoptera","","","","","","","","","","","Order"
"342","ASV_340","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","","","","","","","","Order"
"343","ASV_396","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","","","","","","","","Order"
"344","ASV_420","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","","","","","","","","Order"
"345","ASV_1647","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","","","","","","","","Order"
"346","ASV_1419","Periplaneta","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Blattidae","g__Periplaneta","","","","","","","","","Genus"
"347","ASV_31","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"348","ASV_33","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"349","ASV_34","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"350","ASV_42","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"351","ASV_92","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"352","ASV_137","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"353","ASV_141","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"354","ASV_163","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"355","ASV_171","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"356","ASV_182","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"357","ASV_220","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"358","ASV_233","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"359","ASV_268","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"360","ASV_364","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"361","ASV_797","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"362","ASV_906","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"363","ASV_1233","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"364","ASV_1300","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"365","ASV_1317","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"366","ASV_1397","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"367","ASV_1585","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"368","ASV_1586","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"369","ASV_1607","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"370","ASV_1708","Orthoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","","","","","","","","","","","Order"
"371","ASV_612","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","","","","","","","","Family"
"372","ASV_1185","Pantala flavescens","d__Eukaryota","p__Arthropoda","c__Insecta","o__Odonata","f__Libellulidae","g__Pantala","s__Pantala flavescens","","","","","","","","Species"
"373","ASV_1358","Pantala flavescens","d__Eukaryota","p__Arthropoda","c__Insecta","o__Odonata","f__Libellulidae","g__Pantala","s__Pantala flavescens","","","","","","","","Species"
"374","ASV_1735","Pantala flavescens","d__Eukaryota","p__Arthropoda","c__Insecta","o__Odonata","f__Libellulidae","g__Pantala","s__Pantala flavescens","","","","","","","","Species"
"375","ASV_1736","Pantala flavescens","d__Eukaryota","p__Arthropoda","c__Insecta","o__Odonata","f__Libellulidae","g__Pantala","s__Pantala flavescens","","","","","","","","Species"
"376","ASV_640","Bdelloidea","d__Eukaryota","p__Rotifera","c__Bdelloidea","","","","","","","","","","","","Class"
"377","ASV_1273","Bdelloidea","d__Eukaryota","p__Rotifera","c__Bdelloidea","","","","","","","","","","","","Class"
"378","ASV_1485","Bdelloidea","d__Eukaryota","p__Rotifera","c__Bdelloidea","","","","","","","","","","","","Class"
"379","ASV_423","Araneae","d_Eukaryota","Arthropoda","Arachnida","Araneae","","","","Arachnida","Araneae","","","","Araneae","Order","Order"
"380","ASV_925","Araneae","d_Eukaryota","Arthropoda","Arachnida","Araneae","","","","Arachnida","Araneae","","","","Araneae","Order","Order"
"381","ASV_1026","Araneae","d_Eukaryota","Arthropoda","Arachnida","Araneae","","","","Arachnida","Araneae","","","","Araneae","Order","Order"
"382","ASV_1628","Araneae","d_Eukaryota","Arthropoda","Arachnida","Araneae","","","","Arachnida","Araneae","","","","Araneae","Order","Order"
"383","ASV_1046","Salmo salar","d__Eukaryota","p__Chordata","c__Actinopteri","o__Salmoniformes","f__Salmonidae","g__Salmo","s__Salmo salar","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","Salmo salar","Species","Species"
"384","ASV_839","Sula sula","d__Eukaryota","p__Chordata","c__Aves","o__Pelecaniformes","f__Sulidae","g__Sula","s__Sula sula","Aves","Suliformes","Sulidae","Sula","Sula sula","Sula sula","Species","Species"
"385","ASV_682","Suidasia","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","f__Suidasiidae","g__Suidasia","","Arachnida","Sarcoptiformes","Suidasiidae","Suidasia","","Suidasia sp.","Genus","Genus"
"386","ASV_1516","Suidasia","d__Eukaryota","p__Arthropoda","c__Arachnida","o__Sarcoptiformes","f__Suidasiidae","g__Suidasia","","Arachnida","Sarcoptiformes","Suidasiidae","Suidasia","","Suidasia sp.","Genus","Genus"
