"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Species_Name","Phylum.x","Class.x","Order.x","Family.x","Genus.x","specific_epithet.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y","specific_epithet.y"
"1434","Araneae","Oxyopidae",NA,NA,5.93,12.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","Araneae","Oxyopidae",NA,NA,5,7.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","Araneae","Oxyopidae",NA,NA,11.21,72.56,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Araneae","Oxyopidae",NA,NA,6.51,17.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Araneae","Oxyopidae",NA,NA,6.56,17.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Araneae","Oxyopidae",NA,NA,4.86,6.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","Araneae","Oxyopidae",NA,NA,4.81,6.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","Araneae","Oxyopidae",NA,NA,6.86,15.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","Araneae","Oxyopidae",NA,NA,6.26,14.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","Araneae","Oxyopidae",NA,NA,5.42,9.65,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","Araneae","Oxyopidae",NA,NA,8.25,28.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","Araneae","Oxyopidae",NA,NA,7.59,23.85,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","Araneae","Oxyopidae",NA,NA,6.28,14.09,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","Araneae","Oxyopidae",NA,NA,5.12,7.56,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","Araneae","Oxyopidae",NA,NA,3.79,3.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","Araneae","Oxyopidae",NA,NA,3.99,3.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","Araneae","Oxyopidae",NA,NA,5.77,10.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","Araneae","Oxyopidae",NA,NA,7.77,25.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","Araneae","Oxyopidae",NA,NA,5.66,9.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","Araneae","Oxyopidae",NA,NA,6.53,16.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","Araneae","Oxyopidae",NA,NA,3.77,3.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","Araneae","Oxyopidae",NA,NA,6.89,20.63,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","Araneae","Oxyopidae",NA,NA,9.29,34.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","Araneae","Oxyopidae",NA,NA,9.2,40.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","Araneae","Oxyopidae",NA,NA,6.26,16.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","Araneae","Oxyopidae",NA,NA,6.96,17.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","Araneae","Oxyopidae",NA,NA,7.16,23.39,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","Araneae","Oxyopidae",NA,NA,5.59,9.1,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","Araneae","Oxyopidae",NA,NA,5.34,8.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","Araneae","Oxyopidae",NA,NA,5.89,22.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","Araneae","Oxyopidae",NA,NA,8.38,32.48,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","Araneae","Oxyopidae",NA,NA,5.78,10.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","Araneae","Oxyopidae",NA,NA,7.71,23.65,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","Araneae","Oxyopidae",NA,NA,8.11,25.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","Araneae","Oxyopidae",NA,NA,5.75,10.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","Araneae","Oxyopidae",NA,NA,6.71,15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","Araneae","Oxyopidae",NA,NA,7.11,19.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","Araneae","Oxyopidae",NA,NA,9.78,49.38,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","Araneae","Oxyopidae",NA,NA,4.33,4.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","Araneae","Oxyopidae",NA,NA,6.59,13.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","Araneae","Oxyopidae",NA,NA,7.54,21.48,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","Araneae","Oxyopidae",NA,NA,6.46,14.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","Araneae","Oxyopidae",NA,NA,6.05,10.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","Araneae","Oxyopidae",NA,NA,6.17,13.69,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","Araneae","Oxyopidae",NA,NA,7.09,17.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","Araneae","Oxyopidae",NA,NA,7.5,21.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","Araneae","Oxyopidae",NA,NA,7.76,26.66,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","Araneae","Pholcidae",NA,NA,1.12,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","Araneae","Pholcidae",NA,NA,1.49,0.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","Araneae","Pholcidae",NA,NA,1.29,0.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","Araneae","Pholcidae",NA,NA,1.02,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","Araneae","Pholcidae",NA,NA,0.98,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","Araneae","Pholcidae",NA,NA,1.42,0.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","Araneae","Pholcidae",NA,NA,1.48,0.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","Araneae","Pholcidae",NA,NA,1.37,0.45,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","Araneae","Pholcidae",NA,NA,3.01,4.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","Araneae","Pholcidae",NA,NA,1.82,0.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","Araneae","Pholcidae",NA,NA,2.36,3.38,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Araneae","Pholcidae",NA,NA,1.13,0.27,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Araneae","Pholcidae",NA,NA,1.32,0.53,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","Araneae","Pholcidae",NA,NA,1.13,0.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","Araneae","Pholcidae",NA,NA,1.4,0.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","Araneae","Pholcidae",NA,NA,1.45,0.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","Araneae","Pholcidae",NA,NA,1.15,0.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","Araneae","Pholcidae",NA,NA,1.61,0.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","Araneae","Pholcidae",NA,NA,1.38,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","Araneae","Pholcidae",NA,NA,1.12,0.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","Araneae","Pholcidae",NA,NA,0.94,0.24,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","Araneae","Pholcidae",NA,NA,1.33,0.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","Araneae","Pholcidae",NA,NA,1.22,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","Araneae","Pholcidae",NA,NA,1.1,0.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","Araneae","Pholcidae",NA,NA,1.19,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","Araneae","Pholcidae",NA,NA,1.1,0.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Araneae","Pholcidae",NA,NA,1.26,0.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","Araneae","Pholcidae",NA,NA,1.24,0.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","Araneae","Pholcidae",NA,NA,1.17,0.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","Araneae","Pholcidae",NA,NA,1.23,0.35,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","Araneae","Pholcidae",NA,NA,1.08,0.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","Araneae","Pholcidae",NA,NA,0.94,0.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","Araneae","Pholcidae",NA,NA,1.35,0.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","Araneae","Pholcidae",NA,NA,1.32,0.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","Araneae","Pholcidae",NA,NA,1.35,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","Araneae","Pholcidae",NA,NA,1.48,0.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","Araneae","Pholcidae",NA,NA,1.28,0.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","Araneae","Pholcidae",NA,NA,3.11,5.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","Araneae","Pholcidae",NA,NA,3.86,9.66,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","Araneae","Pholcidae",NA,NA,1.87,0.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","Araneae","Pholcidae",NA,NA,1.16,0.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","Araneae","Salticidae",NA,NA,2.43,1.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","Araneae","Salticidae",NA,NA,2.07,1.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","Araneae","Salticidae",NA,NA,3.31,4.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","Araneae","Salticidae",NA,NA,3.96,6.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","Araneae","Salticidae",NA,NA,2.62,2.35,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","Araneae","Salticidae",NA,NA,1.26,0.22,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","Araneae","Salticidae",NA,NA,2.37,2.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","Araneae","Salticidae",NA,NA,2.76,2.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","Araneae","Salticidae",NA,NA,2.1,1.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","Araneae","Salticidae",NA,NA,5.28,17.24,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","Araneae","Salticidae",NA,NA,3.24,3.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","Araneae","Salticidae",NA,NA,3.71,5.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","Araneae","Salticidae",NA,NA,2.85,3.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","Araneae","Salticidae",NA,NA,3.15,4.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","Araneae","Salticidae",NA,NA,5.84,18.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","Araneae","Salticidae",NA,NA,2.64,1.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","Araneae","Salticidae",NA,NA,3.79,7.55,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","Araneae","Salticidae",NA,NA,3.16,3.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","Araneae","Salticidae",NA,NA,1.8,0.62,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","Araneae","Salticidae",NA,NA,1.32,0.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","Araneae","Salticidae",NA,NA,3.59,5.27,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","Araneae","Salticidae",NA,NA,4.62,11.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","Araneae","Salticidae",NA,NA,2.9,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","Araneae","Salticidae",NA,NA,3.54,5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","Araneae","Salticidae",NA,NA,2.54,1.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","Araneae","Salticidae",NA,NA,2.58,2.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","Araneae","Salticidae",NA,NA,2.61,1.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","Araneae","Salticidae",NA,NA,3.37,4.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","Araneae","Salticidae",NA,NA,2.24,1.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","Araneae","Salticidae",NA,NA,2.65,2.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","Araneae","Salticidae",NA,NA,2.41,1.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","Araneae","Salticidae",NA,NA,3.79,5.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","Araneae","Salticidae",NA,NA,1.77,0.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","Araneae","Salticidae",NA,NA,2.3,1.44,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","Araneae","Salticidae",NA,NA,3.67,4.83,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","Araneae","Salticidae",NA,NA,2.36,1.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","Araneae","Salticidae",NA,NA,3.16,3.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","Araneae","Salticidae",NA,NA,2.51,1.83,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","Araneae","Salticidae",NA,NA,3.14,3.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","Araneae","Salticidae",NA,NA,3.21,3.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","Araneae","Salticidae",NA,NA,2.92,2.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","Araneae","Salticidae",NA,NA,2.74,1.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","Araneae","Salticidae",NA,NA,1.45,0.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","Araneae","Salticidae",NA,NA,3.21,3.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","Araneae","Salticidae",NA,NA,3.64,4.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","Araneae","Salticidae",NA,NA,5.27,13.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568","Araneae","Salticidae",NA,NA,3.12,3.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","Araneae","Salticidae",NA,NA,3.95,6.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","Araneae","Salticidae",NA,NA,2.6,1.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","Araneae","Salticidae",NA,NA,1.44,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","Araneae","Salticidae",NA,NA,3.14,3.78,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","Araneae","Salticidae",NA,NA,1.76,0.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","Araneae","Salticidae",NA,NA,2.82,2.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","Araneae","Salticidae",NA,NA,6.31,25.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","Araneae","Salticidae",NA,NA,3.48,3.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","Araneae","Salticidae",NA,NA,3,2.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","Araneae","Salticidae",NA,NA,4.01,6.69,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","Araneae","Salticidae",NA,NA,3.88,5.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Araneae","Salticidae",NA,NA,2.52,1.59,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","Araneae","Salticidae",NA,NA,4.83,9.52,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","Araneae","Salticidae",NA,NA,3.13,3.26,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","Araneae","Salticidae",NA,NA,3.97,5.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","Araneae","Salticidae",NA,NA,2.01,0.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","Araneae","Salticidae",NA,NA,3.7,4.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","Araneae","Salticidae",NA,NA,3.15,3.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","Araneae","Salticidae",NA,NA,2.48,1.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","Araneae","Salticidae",NA,NA,2.42,1.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","Araneae","Salticidae",NA,NA,1.59,0.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","Araneae","Salticidae",NA,NA,2.62,2.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","Araneae","Salticidae",NA,NA,2.34,1.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","Araneae","Salticidae",NA,NA,4.59,7.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","Araneae","Salticidae",NA,NA,2.03,0.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","Araneae","Salticidae",NA,NA,2.95,2.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","Araneae","Salticidae",NA,NA,3.36,2.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","Araneae","Salticidae",NA,NA,1.58,0.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
