Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
hymenoptera,apocrita,formicidae,4.01,4.83,1.45,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.03,1.38,0.41,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.15,3.7,1.11,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.3,1.77,0.53,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.19,1.45,0.43,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.63,4.36,1.3,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.49,5.07,1.51,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.78,2.89,0.86,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.35,3.63,1.08,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.1,4.1,1.21,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.03,3.09,0.91,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.91,3.37,0.99,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.78,4.99,1.47,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.19,4.13,1.21,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.09,1.61,0.47,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.65,2.76,0.8,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.03,3.13,0.91,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.11,3.37,0.98,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.15,3.41,0.98,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.4,4.6,1.32,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,18.33,8.78,2.51,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.98,4.49,1.28,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.58,3.86,1.1,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.14,3.68,1.05,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.4,4.07,1.16,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.75,4.78,1.36,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.61,4.19,1.19,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.71,3.36,0.95,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.11,3.42,0.97,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.68,4.24,1.2,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.24,3.29,0.93,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,117.34,17.08,4.79,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.07,5.05,1.41,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.81,4.37,1.22,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.36,4.16,1.16,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.8,3.65,1.02,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.18,1.89,0.53,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.1,5.14,1.43,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.91,3.14,0.87,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,105.27,17.51,4.82,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.93,4.72,1.3,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.8,3.41,0.94,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.81,4.25,1.17,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.14,5.15,1.42,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.15,1.89,0.52,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.97,3.28,0.9,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.83,4.33,1.18,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.87,4.41,1.2,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.96,3.97,1.08,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.31,5.77,1.57,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.81,4.58,1.24,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.46,4.29,1.16,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.47,3.18,0.86,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.68,6.65,1.8,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.2,4.06,1.09,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.15,4.21,1.13,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.34,5.2,1.39,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.4,3.95,1.06,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.03,3.54,0.95,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,117.26,17.93,4.78,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.88,6.51,1.73,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.04,4.15,1.1,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.7,4.99,1.32,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.81,5.15,1.36,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.14,3.21,0.85,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.91,4.02,1.06,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.58,4.4,1.16,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.08,4.06,1.07,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.03,1.46,0.39,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.29,4.38,1.15,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.43,4.43,1.16,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.29,2.09,0.55,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.32,6.5,1.7,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.84,4.53,1.18,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.13,3.54,0.92,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.83,4.63,1.2,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.67,3.19,0.83,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.33,3.93,1.02,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.58,3.73,0.96,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.77,3.16,0.81,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.01,4.28,1.1,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.03,1.6,0.41,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.06,4.77,1.22,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.12,4.82,1.23,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.42,4.18,1.06,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,37.58,13.09,3.32,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.83,4.63,1.17,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.76,4.71,1.19,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.13,1.36,0.34,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.45,4.6,1.16,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.56,4.64,1.17,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2,4.21,1.06,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.91,4.91,1.23,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.15,3.74,0.93,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,142.92,19.51,4.85,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.92,5.03,1.25,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.28,1.28,0.32,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,95.93,18.28,4.51,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.75,3.8,0.94,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.1,3.63,0.89,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,43.29,12.14,2.98,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,13.71,8.83,2.17,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.45,3.75,0.92,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,18.4,9.05,2.22,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.54,4.7,1.15,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.06,4.15,1.01,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.14,3.16,0.77,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.77,5,1.22,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.58,5.46,1.33,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.91,4.27,1.04,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.97,3.41,0.83,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.81,5.03,1.22,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.83,4.38,1.06,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.25,2.33,0.56,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.01,1.37,0.33,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,8.85,7.85,1.89,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,10.43,8.14,1.95,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.16,2.14,0.51,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.43,2.57,0.61,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.94,5.21,1.23,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.87,4.7,1.11,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.48,4.72,1.11,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.95,3.41,0.8,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.64,3.56,0.84,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.25,2.16,0.51,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,15.72,9.37,2.2,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,18.73,10.05,2.35,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.52,5.06,1.18,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,81.23,18.52,4.32,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.86,2.98,0.69,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.06,2.03,0.47,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,11.73,9.4,2.16,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,17.47,9.78,2.25,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,4.94,6.28,1.44,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.07,1.42,0.33,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,14.81,9.73,2.22,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.06,1.67,0.38,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,42.04,13.23,2.99,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,30.28,10.01,2.26,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.73,3.56,0.8,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.3,5.13,1.15,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,12.82,9.13,2.03,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,16.75,10.21,2.27,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.82,3.89,0.86,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.21,2.23,0.5,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,10.98,7.47,1.65,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,10.75,7.79,1.72,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,42.19,13.97,3.07,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,6.96,8.04,1.77,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,20.28,9.7,2.13,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,27.53,11.89,2.6,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,5.5,6.53,1.42,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,7.72,7.17,1.56,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,2.99,5.43,1.18,temperate,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,1.65,4.57,0.98,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,0.19,2.02,0.43,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,16.31,10.38,2.23,tropical,Hymenoptera 1,Main Analysis and Supporting Information
hymenoptera,apocrita,formicidae,3.02,5.3,1.14,tropical,Hymenoptera 1,Main Analysis and Supporting Information
