Morphospecies,Order,Present in Vials,Species_Stage_Name,Stage_Name,Group,Specialist,Standard_Sorting_Name,Barcode_Status,Authority,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,specific_epithet,subspecies,Body_Length_Mean_mm,Body_Mass_Mean_mg,Body_Mass_SD_mg,Body_Mass_N,Body_Mass_Source,Body_Mass_Proxy,Body_Mass_Notes
Littorphiloscia_sp_2,352,#N/A,Littorphiloscia_sp_2_Egg,Egg,Isopoda,Stefano_Taiti,,Not_submitted,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Oniscoidea,Halophilosciidae,,Littorphiloscia,sp2,,,,,,,,
Littorphiloscia_sp_2,352,#N/A,Littorphiloscia_sp_2_Juvenile,Juvenile,Isopoda,Stefano_Taiti,,Not_submitted,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Oniscoidea,Halophilosciidae,,Littorphiloscia,sp2,,,,,,,,
Nagurus_sundaicus,353,1,Nagurus_sundaicus_Adult,Adult,Isopoda,Stefano_Taiti,,Not_submitted,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Tracheliopodidae,,Nagurus,sundaicus,,,,,,,,
Nagurus_sundaicus,353,1,Nagurus_sundaicus_Egg,Egg,Isopoda,Stefano_Taiti,,Not_submitted,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Tracheliopodidae,,Nagurus,sundaicus,,,,,,,,
Nagurus_sundaicus,353,1,Nagurus_sundaicus_Juvenile,Juvenile,Isopoda,Stefano_Taiti,,Not_submitted,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Tracheliopodidae,,Nagurus,sundaicus,,,,,,,,
Reductoniscus_costulatus,354,1,Reductoniscus_costulatus_Adult,Adult,Isopoda,Stefano_Taiti,,Compliant,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Armadillidae,,Reductoniscus,costulatus,,,,,,,,
Reductoniscus_costulatus,354,1,Reductoniscus_costulatus_Egg,Egg,Isopoda,Stefano_Taiti,,Compliant,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Armadillidae,,Reductoniscus,costulatus,,,,,,,,
Reductoniscus_costulatus,354,1,Reductoniscus_costulatus_Juvenile,Juvenile,Isopoda,Stefano_Taiti,,Compliant,Taxonomist,Arthropoda,Crustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,,Armadillidae,,Reductoniscus,costulatus,,,,,,,,
Coprotermes_formosanus,355,#N/A,Coprotermes_formosanus_Adult,Adult,Isoptera,,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Rhinotermitidae,Coptotermitinae,Coptotermes,formosanus,,,,,,,,
Coprotermes_formosanus,355,#N/A,Coprotermes_formosanus_Egg,Egg,Isoptera,,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Rhinotermitidae,Coptotermitinae,Coptotermes,formosanus,,,,,,,,
Coprotermes_formosanus,355,#N/A,Coprotermes_formosanus_Larvae,Larvae,Isoptera,,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Rhinotermitidae,Coptotermitinae,Coptotermes,formosanus,,,,,,,,
Coprotermes_formosanus,355,#N/A,Coprotermes_formosanus_Pupae,Pupae,Isoptera,,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Rhinotermitidae,Coptotermitinae,Coptotermes,formosanus,,,,,,,,
Agonoxena_argaula,356,1,Agonoxena_argaula_Adult,Adult,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Agonoxenidae,,Agonoxena,argaula,,4.360377358,2.176751421,1.142841978,53,,,
Agonoxena_argaula,356,1,Agonoxena_argaula_Egg,Egg,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Agonoxenidae,,Agonoxena,argaula,,,,,,,,
Agonoxena_argaula,356,1,Agonoxena_argaula_Larvae,Larvae,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Agonoxenidae,,Agonoxena,argaula,,,,,,,,
Agonoxena_argaula,356,1,Agonoxena_argaula_Pupae,Pupae,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Agonoxenidae,,Agonoxena,argaula,,,,,,,,
Anatrachyntis_incertulella,357,1,Anatrachyntis_incertulella_Adult,Adult,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Cosmopterigidae,,Anatrachyntis,incertulella,,4.28,2.836998948,0.706864743,10,,,
Anatrachyntis_incertulella,357,1,Anatrachyntis_incertulella_Egg,Egg,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Cosmopterigidae,,Anatrachyntis,incertulella,,,,,,,,
Anatrachyntis_incertulella,357,1,Anatrachyntis_incertulella_Larvae,Larvae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Cosmopterigidae,,Anatrachyntis,incertulella,,,,,,,,
Anatrachyntis_incertulella,357,1,Anatrachyntis_incertulella_Pupae,Pupae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Cosmopterigidae,,Anatrachyntis,incertulella,,,,,,,,
Erechthias_simulans,358,1,Erechthias_simulans_Adult,Adult,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Erechthias,simulans,,6.17,6.550491591,1.710096353,10,,,
Erechthias_simulans,358,1,Erechthias_simulans_Egg,Egg,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Erechthias,simulans,,,,,,,,
Erechthias_simulans,358,1,Erechthias_simulans_Larvae,Larvae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Erechthias,simulans,,,,,,,,
Erechthias_simulans,358,1,Erechthias_simulans_Pupae,Pupae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Erechthias,simulans,,,,,,,,
Ketapangia_leucochorda,359,1,Ketapangia_leucochorda_Adult,Adult,Lepidoptera,Kobayashi_Shigeki,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,Heteroneura,,Gracillaridae,,Ketapangia,leucochorda,,3.42,0.677269639,0.131876604,10,,,
Ketapangia_leucochorda,359,1,Ketapangia_leucochorda_Egg,Egg,Lepidoptera,Kobayashi_Shigeki,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,Heteroneura,,Gracillaridae,,Ketapangia,leucochorda,,,,,,,,
Ketapangia_leucochorda,359,1,Ketapangia_leucochorda_Larvae,Larvae,Lepidoptera,Kobayashi_Shigeki,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,Heteroneura,,Gracillaridae,,Ketapangia,leucochorda,,,,,,,,
Ketapangia_leucochorda,359,1,Ketapangia_leucochorda_Pupae,Pupae,Lepidoptera,Kobayashi_Shigeki,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,Heteroneura,,Gracillaridae,,Ketapangia,leucochorda,,,,,,,,
Opogona_aurisquamosa,360,1,Opogona_aurisquamosa_Adult,Adult,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Opogona,aurisquamosa,,3.72,1.371645247,0.342038153,10,,,
Opogona_aurisquamosa,360,1,Opogona_aurisquamosa_Egg,Egg,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Opogona,aurisquamosa,,,,,,,,
Opogona_aurisquamosa,360,1,Opogona_aurisquamosa_Larvae,Larvae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Opogona,aurisquamosa,,,,,,,,
Opogona_aurisquamosa,360,1,Opogona_aurisquamosa_Pupae,Pupae,Lepidoptera,,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Tineidae,,Opogona,aurisquamosa,,,,,,,,
Piletocera_signiferalis,361,1,Piletocera_signiferalis_Adult,Adult,Lepidoptera,,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Crambidae,,Piletocera,signiferalis,,7.89,17.59749145,6.923823161,10,,,
Piletocera_signiferalis,361,1,Piletocera_signiferalis_Egg,Egg,Lepidoptera,,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Crambidae,,Piletocera,signiferalis,,,,,,,,
Piletocera_signiferalis,361,1,Piletocera_signiferalis_Larvae,Larvae,Lepidoptera,,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Crambidae,,Piletocera,signiferalis,,,,,,,,
Piletocera_signiferalis,361,1,Piletocera_signiferalis_Pupae,Pupae,Lepidoptera,,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Crambidae,,Piletocera,signiferalis,,,,,,,,
Spodoptera_litura,362,#N/A,Spodoptera_litura_Adult,Adult,Lepidoptera,,BOLD confirmed,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Noctuidae,,Spodoptera,litura,,NA,0,0,4,,,
Spodoptera_litura,362,#N/A,Spodoptera_litura_Egg,Egg,Lepidoptera,,BOLD confirmed,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Noctuidae,,Spodoptera,litura,,,,,,,,
Spodoptera_litura,362,#N/A,Spodoptera_litura_Larvae,Larvae,Lepidoptera,,BOLD confirmed,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Noctuidae,,Spodoptera,litura,,,,,,,,
Spodoptera_litura,362,#N/A,Spodoptera_litura_Pupae,Pupae,Lepidoptera,,BOLD confirmed,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Noctuidae,,Spodoptera,litura,,,,,,,,
Stoeberhinus_testaceus,363,1,Stoeberhinus_testaceus_Adult,Adult,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Autostichidae,,Stoeberhinus,testaceus,,5.13,5.178500769,1.559530948,10,,,
Stoeberhinus_testaceus,363,1,Stoeberhinus_testaceus_Egg,Egg,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Autostichidae,,Stoeberhinus,testaceus,,,,,,,,
Stoeberhinus_testaceus,363,1,Stoeberhinus_testaceus_Larvae,Larvae,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Autostichidae,,Stoeberhinus,testaceus,,,,,,,,
Stoeberhinus_testaceus,363,1,Stoeberhinus_testaceus_Pupae,Pupae,Lepidoptera,,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Lepidoptera,,,,Autostichidae,,Stoeberhinus,testaceus,,,,,,,,
Allopeas_sp_1,364,1,Allopeas_sp_1_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Subulininae,Allopea,gracile,,2.863636364,2.235181818,3.029206884,22,,,
Allopeas_sp_1,364,1,Allopeas_sp_1_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Subulininae,Allopea,gracile,,,,,,,,
Allopeas_sp_1,364,1,Allopeas_sp_1_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Subulininae,Allopea,gracile,,,,,,,,
Elasmius_apertum,365,1,Elasmius_apertum_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,,Elasmidae,,Elasmius,apertum,,1.4375,0.240375,0.203746297,8,,,
Elasmius_apertum,365,1,Elasmius_apertum_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,,Elasmidae,,Elasmius,apertum,,,,,,,,
Elasmius_apertum,365,1,Elasmius_apertum_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,,Elasmidae,,Elasmius,apertum,,,,,,,,
Gastropecta_sp_1,366,1,Gastropecta_sp_1_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,,Gastropecta,servilis,,2.5,0.9358,0.367530543,5,,,
Gastropecta_sp_1,366,1,Gastropecta_sp_1_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,,Gastropecta,servilis,,,,,,,,
Gastropecta_sp_1,366,1,Gastropecta_sp_1_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,,Gastropecta,servilis,,,,,,,,
Lamellidea_oblonga,367,1,Lamellidea_oblonga_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,oblonga,,2.777777778,1.41,1.135824189,18,,,
Lamellidea_oblonga,367,1,Lamellidea_oblonga_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,oblonga,,,,,,,,
Lamellidea_oblonga,367,1,Lamellidea_oblonga_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,oblonga,,,,,,,,
Lamellidea_pusilla,368,1,Lamellidea_pusilla_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,pusilla,,2.277777778,0.572611111,0.475483177,18,,,
Lamellidea_pusilla,368,1,Lamellidea_pusilla_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,pusilla,,,,,,,,
Lamellidea_pusilla,368,1,Lamellidea_pusilla_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,,Lamellidea,pusilla,,,,,,,,
Melampus_luteus,369,1,Melampus_luteus_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,Ellobida,,,Ellobioidea,Ellobiidae,Melampodinae,Melampus,luteus,,,,,,,,
Melampus_luteus,369,1,Melampus_luteus_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,Ellobida,,,Ellobioidea,Ellobiidae,Melampodinae,Melampus,luteus,,,,,,,,
Melampus_luteus,369,1,Melampus_luteus_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,Ellobida,,,Ellobioidea,Ellobiidae,Melampodinae,Melampus,luteus,,,,,,,,
Omphalotropis_sp_1,370,1,Omphalotropis_sp_1_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Assimineidae,Omphalotropidinae,Omphalotropis,sp1,,2.388888889,1.528111111,1.251829206,9,,,
Omphalotropis_sp_1,370,1,Omphalotropis_sp_1_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Assimineidae,Omphalotropidinae,Omphalotropis,sp1,,,,,,,,
Omphalotropis_sp_1,370,1,Omphalotropis_sp_1_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Assimineidae,Omphalotropidinae,Omphalotropis,sp1,,,,,,,,
Opeas_hennense,371,1,Opeas_hennense_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Opeatinae,Opeas,hennense,,2.722222222,1.379555556,1.36095521,18,,,
Opeas_hennense,371,1,Opeas_hennense_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Opeatinae,Opeas,hennense,,,,,,,,
Opeas_hennense,371,1,Opeas_hennense_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,Achatinoidea,Achatinidae,Opeatinae,Opeas,hennense,,,,,,,,
Pupoidopsis_hawaiiensis,372,1,Pupoidopsis_hawaiiensis_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,Pupoidinae,Pupoidopsis,hawaiiensis,,1.227272727,NA,NA,11,,,
Pupoidopsis_hawaiiensis,372,1,Pupoidopsis_hawaiiensis_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,Pupoidinae,Pupoidopsis,hawaiiensis,,,,,,,,
Pupoidopsis_hawaiiensis,372,1,Pupoidopsis_hawaiiensis_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidei,Pupilloidei,Pupillidae,Pupoidinae,Pupoidopsis,hawaiiensis,,,,,,,,
Truncatella_guerinii,373,1,Truncatella_guerinii_Adult,Adult,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Truncatellidae,Truncatellinae,Truncatella,guerinii,,2,2.249,4.955231478,7,,,
Truncatella_guerinii,373,1,Truncatella_guerinii_Egg,Egg,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Truncatellidae,Truncatellinae,Truncatella,guerinii,,,,,,,,
Truncatella_guerinii,373,1,Truncatella_guerinii_Juvenile,Juvenile,Mollusca,Rebecca_Rundell,,Not_submitted,Taxonomist,Mollusca,,Gastropoda,,,,,,Rissooidea,Truncatellidae,Truncatellinae,Truncatella,guerinii,,,,,,,,
Mastophorus_muris,374,#N/A,Mastophorus_muris_Adult,Adult,Nematoda,Kevin_Lafferty,,Not_submitted,Taxonomist,Nematoda,,Secernentea,,,Spirurida,,,,Spiruridae,,Mastophorus,muris,,,,,,,,
Mastophorus_muris,374,#N/A,Mastophorus_muris_Egg,Egg,Nematoda,Kevin_Lafferty,,Not_submitted,Taxonomist,Nematoda,,Secernentea,,,Spirurida,,,,Spiruridae,,Mastophorus,muris,,,,,,,,
Mastophorus_muris,374,#N/A,Mastophorus_muris_Juvenile,Juvenile,Nematoda,Kevin_Lafferty,,Not_submitted,Taxonomist,Nematoda,,Secernentea,,,Spirurida,,,,Spiruridae,,Mastophorus,muris,,,,,,,,
Anax_junius,375,#N/A,Anax_junius_Adult,Adult,Odonata,Dan_Gruner,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Odonata,Anisoptera,,,Aeshnidae,,Anax,junius,,67,1865.553983,NA,1,,,
Crocothemis_servilla,376,#N/A,Crocothemis_servilla_Adult,Adult,Odonata,Dan_Gruner,,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Odonata,Anisoptera,,,Libellulidae,,Crocothemis,servilla,,24.5,108.0743448,9.541599071,2,,,
Ischnura_aurora,377,#N/A,Ischnura_aurora_Adult,Adult,Odonata,Dan_Gruner,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Odonata,Zygoptera,,,Coenagrionidae,,Ischnura,aurora,,19,32.03079206,NA,1,,,
Pantala_flavescens,378,#N/A,Pantala_flavescens_Adult,Adult,Odonata,Dan_Gruner,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Odonata,Anisoptera,,,Libellulidae,,Pantala,flavescens,,34.5,523.3863103,NA,1,,,
Atractomorpha_sinensis,379,1,Atractomorpha_sinensis_Adult,Adult,Orthoptera,Dan__Otte,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Caelifera,,,Pyrgomorphidae,Pyrgomorphinae,Atractomorpha,sinensis,,22.16666667,133.3666667,58.65154161,3,,,
Atractomorpha_sinensis,379,1,Atractomorpha_sinensis_Egg,Egg,Orthoptera,Dan__Otte,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Caelifera,,,Pyrgomorphidae,Pyrgomorphinae,Atractomorpha,sinensis,,,,,,,,
Atractomorpha_sinensis,379,1,Atractomorpha_sinensis_Instars_I_II,Instars_I_II,Orthoptera,Dan__Otte,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Caelifera,,,Pyrgomorphidae,Pyrgomorphinae,Atractomorpha,sinensis,,,,,,,,
Atractomorpha_sinensis,379,1,Atractomorpha_sinensis_Instars_III_IV,Instars_III_IV,Orthoptera,Dan__Otte,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Caelifera,,,Pyrgomorphidae,Pyrgomorphinae,Atractomorpha,sinensis,,,,,,,,
Conoccephalus_saltator,380,1,Conoccephalus_saltator_Adult,Adult,Orthoptera,Dan__Otte,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Tettigonioidea,Tettigonidae,,Conoccephalus,saltator,,,,,,,,
Conoccephalus_saltator,380,1,Conoccephalus_saltator_Egg,Egg,Orthoptera,Dan__Otte,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Tettigonioidea,Tettigonidae,,Conoccephalus,saltator,,,,,,,,
Conoccephalus_saltator,380,1,Conoccephalus_saltator_Instars_I_II,Instars_I_II,Orthoptera,Dan__Otte,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Tettigonioidea,Tettigonidae,,Conoccephalus,saltator,,3.025,1.1,0.336650165,4,,,
Conoccephalus_saltator,380,1,Conoccephalus_saltator_Instars_III_IV,Instars_III_IV,Orthoptera,Dan__Otte,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Tettigonioidea,Tettigonidae,,Conoccephalus,saltator,,,,,,,,
Conoccephalus_saltator,380,1,Conoccephalus_saltator_Instars_V_VI,Instars_V_VI,Orthoptera,Dan__Otte,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Tettigonioidea,Tettigonidae,,Conoccephalus,saltator,,,,,,,,
Myrmecophilus_sp_1,381,1,Myrmecophilus_sp_1_Adult,Adult,Orthoptera,Sam_Heads,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,,Myrmecophilidae,,Myrmecophilus,sp1,,2.966666667,2.6,1.153256259,3,,,
Myrmecophilus_sp_1,381,1,Myrmecophilus_sp_1_Egg,Egg,Orthoptera,Sam_Heads,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,,Myrmecophilidae,,Myrmecophilus,sp1,,,,,,,,
Myrmecophilus_sp_2,381,,Myrmecophilus_sp_2_Instars_I_II,Instars_I_II,Orthoptera,Sam_Heads,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,,Myrmecophilidae,,Myrmecophilus,sp1,,,,,,,,
Myrmecophilus_sp_3,381,,Myrmecophilus_sp_3_Instars_III_IV,Instars_III_IV,Orthoptera,Sam_Heads,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,,Myrmecophilidae,,Myrmecophilus,sp1,,,,,,,,
Myrmecophilus_sp_1,381,1,Myrmecophilus_sp_1_Instars_V_VI,Instars_V_VI,Orthoptera,Sam_Heads,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,,Myrmecophilidae,,Myrmecophilus,sp1,,,,,,,,
Ornebius_n_sp_1,382,1,Ornebius_n_sp_1_Adult,Adult,Orthoptera,Dan_Otte,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Grylloidea,Mogoplistidae,Mogoplistinae,Ornebius,sp1,,9.295454545,27.12227273,8.490565034,22,,,
Ornebius_n_sp_1,382,1,Ornebius_n_sp_1_Egg,Egg,Orthoptera,Dan_Otte,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Grylloidea,Mogoplistidae,Mogoplistinae,Ornebius,sp1,,,,,,,,
Ornebius_n_sp_1,382,,Ornebius_n_sp_1_Instars_I_II,Instars_I_II_III,Orthoptera,Dan_Otte,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Grylloidea,Mogoplistidae,Mogoplistinae,Ornebius,sp1,,1.8625,0.24,0.123635409,8,,,
Ornebius_n_sp_1,382,,Ornebius_n_sp_1_Instars_III_IV,Instars_I_II_III,Orthoptera,Dan_Otte,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Orthoptera,Ensifera,,Grylloidea,Mogoplistidae,Mogoplistinae,Ornebius,sp1,,2.943333333,1.170516667,0.964159155,30,,,
